UPC,ASIN,Item Name,Cost,Manufacturer,Sales Rank,Listing Price,New Offer Count,FBA Fees,FBM Fees,Total Costs,Net Profit,ROI (%)
073091026426,B07CXQQ4Q5,"PetArmor 7 Way De-Wormer for Dogs, Oral Treatment for Tapeworm, Roundworm & Hookworm in Large Dogs & Puppies (Over 25 lbs), Worm Remover (Praziquantel & Pyrantel Pamoate), 2 Flavored Chewables",2.5,Sergeants Pet Care Products,124,16.98,2,6.23,2.55,8.73,8.25,330.00%
17163010449,B000255NI2,API Aquarium Pharmaceuticals 44 Hand Held Pad for Acrylic Aquariums,1.97,Mars Fishcare,11589,2.99,9,3.58,0.45,5.55,-2.56,-129.95%
17163010449,B007PGEAZ8,Algae Hand Pad For Acrylic,1.97,AQUARIUM PHARMACEUTICALS,242798,0,7,3.43,0.3,5.4,-5.4,-274.11%
17163002529,B0002ASF50,"API TAP WATER CONDITIONER Aquarium Water Conditioner 4-Ounce Bottle, TAP WATER COND. 4 OZ",3.01,Mars Fishcare,6447,3.65,16,3.68,0.55,6.69,-3.04,-101.00%
15905000215,B07C7JW8FC,Aqueon Coarse Foam Pad for QuietFlow 300/400-2 Pk,5.16,Aqueon,93578,0,12,5.4,0.3,10.56,-10.56,-204.65%
015958990013,B07TXYRK47,"Pork Chomps Baked Pork Skin Dog Chews, 6-inch Twists, Real Chicken Wrap, 4 Count",2.33,"Scott Pet Products, Inc.",261,7.99,7,4.58,1.2,6.91,1.08,46.35%
018214829249,B009F9KIRW,"Nylabone Healthy Edibles Natural Puppy Chews Long Lasting Lamb & Apple Flavor Treats for Puppies, X-Small/Petite (8 Count)",1,Central Garden & Pet,312,11.52,8,5.63,1.73,6.63,4.89,489.00%
018214849810,B084LMXSP7,"Nylabone Power Chew Textured Dog Chew Ring Toy - Tough and Durable Dog Chew Toy for Aggressive Chewers - Flavor Medley, Small/Regular (1 Count)",0.75,Central Garden & Pet,387,6.27,7,3.85,0.94,4.6,1.67,222.67%
15905000239,B07F4ZBRTB,Quietflow Water Polishing Pad,3.68,Aqueon Products-Supplies,75245,0,6,4.08,0.3,7.76,-7.76,-210.87%
018214816348,B000ANO3N2,"Nylabone Healthy Edibles Natural Dog Chews Long Lasting Roast Beef Flavor Treats for Dogs, Small/Regular (3 Count)",0.75,Central Garden & Pet,907,6.99,12,4.18,1.05,4.93,2.06,274.67%
018214813743,B0002DGM6Q,"Nylabone Healthy Edibles Natural Dog Chews Long Lasting Chicken Flavor Treats for Dogs, Small/Regular (3 Count)",1.25,Central Garden & Pet,907,7.12,9,4.2,1.07,5.45,1.67,133.60%
091197720031,B0C44CPX75,"Fluker's Freeze Dried Dubia Roaches, Ideal for Lizards, Reptiles, Birds, Fish, Hedgehogs, 1.7 oz",1,Fluker's,1001,9.78,8,4.38,1.47,5.38,4.4,440.00%
15905000727,B07DT7V7Q9,Aqueon Freshwater Aquarium Clip-On LED Light One Size,20.86,Central Garden & Pet,44226,24.95,14,9.61,3.74,30.47,-5.52,-26.46%
091197720185,B004HSQRG2,"Fluker's Freeze Dried Grasshoppers, Nutrient-Packed, Ideal for Lizards, Reptiles, Birds, Fish, Hedgehogs, 1.7 oz",0.05,Fluker's,1001,7.49,6,4.25,1.12,4.3,3.19,6380.00%
15905001373,B07VVTHNYP,"Aqueon Aqaurium Pure Live Bacteria and Enzymes Water Supplement, 10 Gallon 12 Pack",9.4,Central Garden & Pet,16052,14.95,7,6.14,2.24,15.54,-0.59,-6.28%
018214829263,B009F9KIA4,"Nylabone Healthy Edibles Natural Dog Chews Long Lasting Chew Treats for Dogs, Roast Beef Flavor, X-Small/Petite (8 Count)",0.5,Central Garden & Pet,1090,10.31,10,5.45,1.55,5.95,4.36,872.00%
15905001380,B07W38CDY9,Aqueon Pure Bacteria Supplement - 24 Pack (10 Gallon),0.05,Central Garden & Pet,31744,0,12,3.43,0.3,3.48,-3.48,-6960.00%
15905001489,B07YP98CQG,Aqueon PRO Pellet Fish Food Goldfish Formula 5 oz,7.04,Central Garden & Pet,54062,10.99,9,5.55,1.65,12.59,-1.6,-22.73%
15905001786,B08MBG78TG,"Aqueon Betta Beads, 0.55 lbs - For betta fish habitats, Provides beneficial bacteria and enzymes for clear water, Soft biodegradable gravel for natural foraging",3.02,Central Garden & Pet,3438,5.95,8,4.67,0.89,7.69,-1.74,-57.62%
15905001793,B08KPLQZ4M,"Aqueon Pure Betta Beads, Pink",4.98,Central Garden & Pet,3438,7.23,8,4.46,1.08,9.44,-2.21,-44.38%
15905001809,B08MBCS8LS,"Aqueon Pure Betta Beads, Purple",3.26,Central Garden & Pet,3438,5.79,10,4.25,0.87,7.51,-1.72,-52.76%
018214814290,B0034UCG5U,"Nylabone Healthy Edibles Natural Dog Chews Long Lasting Chew Treats for Dogs, Roast Beef & Chicken Flavor, X-Small/Petite (3 Count)",0.05,Central Garden & Pet,1090,5.99,11,3.28,0.9,3.33,2.66,5320.00%
018214832393,B00JZIDDWK,"Nylabone Puppy Teething and Soothing Chew Toy - Puppy Chew Toys for Teething - Puppy Supplies - Chicken Flavor, Blue, X-Small/Petite (1 Count)",0.05,Central Garden & Pet,1123,6.89,18,3.32,1.03,3.37,3.52,7040.00%
097612313109,B0B3PM7KVH,Zoo Med ReptiCare - Infrared Heat Projector - 100 W,15.24,Zoo Med Labs,1209,25.49,12,8.37,3.82,23.61,1.88,12.34%
018214828051,B006YFYFDS,Nylabone Advanced Oral Care Foaming Dog Tartar Remover - Dog Breath Freshener & Teeth-Cleaning Foam (4 oz.),0.05,Central Garden & Pet,1217,10.07,16,5.41,1.51,5.46,4.61,9220.00%
15905001960,B0B272CBSZ,Aqueon 00800196: Aquarium Kit Mini Bow Led Blk 1G,23.86,Aqueon,144514,34.95,6,12.48,5.24,36.34,-1.39,-5.83%
15905002196,B09S1DLJS9,Aqueon ProScraper 3.0™ Adjustable Aquarium Algae Scraper,13.36,Central Garden & Pet,69492,15.95,9,12.38,2.39,25.74,-9.79,-73.28%
015958984722,B01N0OEA8W,"Pork Chomps Roasted Pork Skin Dog Chews, 3-inch Donuts, 2 Count",3.49,"Scott Pet Products, Inc.",1238,8.9,8,4.47,1.34,7.96,0.94,26.93%
015958989994,B07TZYGRHQ,"Pork Chomps Baked Pork Skin Dog Chews, 5-inch Mini Twists, Real Chicken Wrap, 12 Count",1.5,"Scott Pet Products, Inc.",1242,7.44,7,4.25,1.12,5.75,1.69,112.67%
039079003421,B0002DHR1K,Comfort Zone Multi Cat Calming Refills: 2 Pack,13.02,Central Garden & Pet,1327,24.39,12,7.56,3.66,20.58,3.81,29.26%
096316670365,B07SM1YYP2,"Zilla Premium Reflector Dome - Light & Heat 8.5"" - Pack of 6",14.94,Zilla,1344,137.54,2,27.95,20.63,42.89,94.65,633.53%
15905002424,B0BSNXY9TN,"Aqueon Nutrinsect Fish-Free Fish Food, Tropical Flakes, 1.59 oz",3.88,Central Garden & Pet,24934,6.88,13,3.94,1.03,7.82,-0.94,-24.23%
018214854135,B0BZZZLHX9,"Nylabone Power Chew Classic Bone Chew Toy for Dogs, Durable Dog Toys for Aggressive Chewers, Basted Blast Bacon & Steak Flavor, Large/Giant (1 Count)",1.5,Central Garden & Pet,1402,10.33,8,5.45,1.55,6.95,3.38,225.33%
018214778110,B0002ASNA2,"Nylabone Power Chew Classic Bone Chew Toy for Dogs, Durable Dog Toys for Aggressive Chewers, Chicken Flavor, Small/Regular - Up to 25 Ibs. (1 Count)",0.05,Central Garden & Pet,1402,7.14,16,3.98,1.07,4.03,3.11,6220.00%
018214778127,B0002566II,"Nylabone Power Chew Classic Bone Chew Toy for Dogs, Durable Dog Toys for Aggressive Chewers, Chicken Flavor, Medium/Wolf - Up to 35 lbs. (1 Count)",0.5,Central Garden & Pet,1402,6.42,18,3.34,0.96,3.84,2.58,516.00%
15905002479,,,0,,inf,,,,,,,nan%
018214816218,B000DN8EQ6,"Nylabone Power Chew Classic Bone Chew Toy for Dogs, Durable Dog Toys for Aggressive Chewers, Bacon Flavor, X-Small/Petite - Up to 15 lbs. (1 Count)",0.05,Central Garden & Pet,1402,3.82,14,2.86,0.57,2.91,0.91,1820.00%
073626242956,B001B4VOPY,"Miracle Care Sterile Eye Wash - 4 oz; Cat and Dog Eye Drops Formulated to Remove Eye Debris, Soothing Eye Wash Solution for Dogs and Cats",4.19,Gimborn Products,1450,10.99,7,5.55,1.65,9.74,1.25,29.83%
15905002561,B0C6NR9ZS1,"Aqueon QuietFlow Internal Filter with SmartClean Technology Shrimp, Small",20.72,Central Garden & Pet,25226,24.86,7,8.63,3.73,29.35,-4.49,-21.67%
015905061889,B004GWQ2TQ,"Aqueon Shrimp Pellets Sinking Food for Tropical Fish, Goldfish, Loaches, Catfish and Other Bottom Feeding Fish, 3.25 oz",1,Central Garden & Pet,1704,5.99,10,4.03,0.9,5.03,0.96,96.00%
097121203984,B001UR0OOY,"MICROBE-LIFT ALGA08 Algaway 5.4 Algae Control Treatment for Ponds and Water Gardens, Safe for Koi Fish, Goldfish, Plants, and Decorations, 8 Ounces",3,"Ecological Laboratories, Inc.",1714,10.23,10,5.68,1.53,8.68,1.55,51.67%
091197780080,B0C9S13Q8G,"Fluker's Gourmet Canned Food for Reptiles, Fish, Birds and Small Animals, Omnivore Mix 1.2 oz",1,Fluker's,1760,8.29,9,4.37,1.24,5.37,2.92,292.00%
051233257556,B003WRC4N4,"Vitakraft Rabbit Popped Grains & Honey Treat Sticks 2 Pack, 3.0 Ounce",0.05,Vitakraft,1879,5.29,8,3.92,0.79,3.97,1.32,2640.00%
076711003456,B000NGR3QK,"Lixit Weather Resistant Cage Water Bottles for Rabbits, Ferrets, Guinea Pigs Hamsters and Other Small Animals. (16-Ounce)",0.05,Lixit,1939,7.95,12,4.57,1.19,4.62,3.33,6660.00%
15905012300,B00XEDV478,"Aqueon Small Aquarium Fish Tank Submersible Mini Flat Heater Up to 2.5 to 5 Gallon Aquariums, 7.5 Watts",6.45,Central Garden & Pet,11843,6.06,6,4.04,0.91,10.49,-4.43,-68.68%
091197720345,B0C9RR7G7Y,"Fluker's Grub Bag Calcium Fortified Treats, All Natural Omnivore Blend Packed with Protein, Fruits, and Vegetables, for Bearded Dragons and Reptiles, 4 oz",0.05,Fluker's,2029,7.99,8,4.33,1.2,4.38,3.61,7220.00%
091197720352,B0C9RRVLGH,"Fluker's Grub Bag Calcium Fortified Tortoise Treats, All Natural Herbivore Blend Fruits and Vegetables, for Tortoise and Herbivore Pets, 4 oz",0.75,Fluker's,2029,7.99,9,4.58,1.2,5.33,2.66,354.67%
018214841043,B071CJQTKH,Nylabone Power Chew Cheese Dog Chew Toy - Fun & Cute Dog Toys for Aggressive Chewers - Durable Dog Toys - Medium/Wolf (1 Count),1.25,Central Garden & Pet,2281,7,11,3.96,1.05,5.21,1.79,143.20%
015905061803,B003ZTUKR6,Aqueon Cichlid Food Mini 4.5 Ounces,0.05,Central Garden & Pet,2566,6.87,9,4.16,1.03,4.21,2.66,5320.00%
15905060042,B00BUFVE2M,Aqueon Water Conditioner,0.05,AQUEON,203616,0,7,2.86,0.3,2.91,-2.91,-5820.00%
15905060103,B000YDUDQ4,Aqueon Ammonia Neutralizers 16 Fluid Ounces (Pack of 1),10.86,Central Garden & Pet,20784,13.99,4,7.09,2.1,17.95,-3.96,-36.46%
15905060127,B000YDUDSC,Aqueon Water Clarifier 4 Fluid Ounces,0.05,Central Garden & Pet,3481,0,10,3.43,0.3,3.48,-3.48,-6960.00%
039079003384,B07MW3DDRS,Comfort Zone Multi Cat Calming Diffuser: 1 Pheromone Diffuser & 1 Refill (30 Days),3,Central Garden & Pet,2601,16.99,9,6.7,2.55,9.7,7.29,243.00%
15905060134,B000YDUDRS,"Aqueon Aquarium Fish Tank Water Clarifier, 8 Ounce",3.55,Central Garden & Pet,3481,0,10,3.68,0.3,7.23,-7.23,-203.66%
15905060134,B00BUFVG5C,Aqueon Water Clarifier - 8 fl oz,3.55,Aqueon,150561,0,8,2.77,0.3,6.32,-6.32,-178.03%
15905060141,B000YDVS6I,Aqueon Water Clarifier 16 Fluid Ounces,11.05,Central Garden & Pet,3481,6.09,7,5.13,0.91,16.18,-10.09,-91.31%
097121223456,B0002568JA,"MICROBE-LIFT PL Pond Bacteria and Outdoor Water Garden Cleaner, Safe for Live Koi Fish, Plant Life, and Decor, 1 Gallon",31.97,Ecological Laboratories Inc.,2642,49.7,22,16.22,7.46,48.19,1.51,4.72%
15905060141,B0013FPTUM,Beckett Pond Plus Water Treatments Pond Clarifier 16oz Bottle for Ponds Model CPPC16,11.05,Beckett Corporation,1246993,0,2,4.52,0.3,15.57,-15.57,-140.90%
15905060172,B000YDVLEC,Aqueon Water Renewals Betta 4 Fluid Ounces,0.5,Central Garden & Pet,55443,3.69,10,3.68,0.55,4.18,-0.49,-98.00%
015561165792,B07DRH95XV,"Fluval Bug Bites Tropical Fish Large Granules 4.4 oz, A6579, Brown",1.5,Rolf C. Hagen (USA) Corp.,2693,9.49,5,4.8,1.42,6.3,3.19,212.67%
15905060202,B003OCXQDE,"Aqueon Aquarium Fish Tank Betta Bowl Plus Water Conditioner, 4 Ounce",2.41,Central Garden & Pet,4460,6,7,4.03,0.9,6.44,-0.44,-18.26%
073091026976,B0126F5SWG,"PetArmor Ear Rinse for Dogs & Cats, 4 oz, Cleans Dirt, Yeast, Wax, and Bacteria from Pet's Ears, Easy to Squeeze Bottle",0.05,Sergeants - Pet Specialty Division,2801,5.83,1,4,0.87,4.05,1.78,3560.00%
073091026914,B0C446RSRV,"PetArmor Aspirin for Large Dogs, Fast Acting Anti-Inflammatory and Pain Relief For Dogs, Vet-Quality Joint Support and Pain Meds for Dogs, 120 Liver Flavored Tablets",2,PetArmor,2847,18.99,2,6.75,2.85,8.75,10.24,512.00%
091197720215,B004HSQRI0,"Fluker's Medley Treat for Bearded Dragons, Grasshoppers, Mealworms and Crickets, 1.8 oz",1,Fluker's,3304,7.63,8,4.05,1.14,5.05,2.58,258.00%
015561113847,B003X3X4LI,"Aqua Clear AquaClear Activated Carbon Filter Inserts, 3 Pack – Replacement Chemical Filter Media for 50 Gallon Tank",0.05,Rolf C. Hagen (USA) Corp.,3692,6.07,8,4.29,0.91,4.34,1.73,3460.00%
15905060318,B00176CQQC,"Aqueon Natural Tropical Fish Food Flakes, 1.02 oz",2.82,Central Garden & Pet,4044,5.99,11,3.81,0.9,6.63,-0.64,-22.70%
15905060325,B00176IHDI,Aqueon Tropical Flakes 2.29 Ounces,5.1,Central Garden & Pet,4044,6.99,6,4.18,1.05,9.28,-2.29,-44.90%
015905060042,B002DW0EXG,"Aqueon Aquarium Water Conditioner Bottle, 8 Ounces",0.05,Central Garden & Pet,3699,7.24,5,4.47,1.09,4.52,2.72,5440.00%
018214813859,B0010P32E0,"Nylabone Puppy Chew Keys Toy - Puppy Chew Toys for Teething - Puppy Supplies - Bacon Flavor, Medium/Wolf (1 Count)",3,Central Garden & Pet,3734,12.99,28,5.85,1.95,8.85,4.14,138.00%
15905060349,B00176IHE2,"Aqueon Tropical Fish Food Flakes, 7.12 Ounces",12.61,Central Garden & Pet,4044,9.19,5,5.16,1.38,17.77,-8.58,-68.04%
15905060349,B01B83RBKE,"(Pack of 3) Aqueon Tropical Flakes, 7.12 Ounces each",12.61,AQUEON PRODUCTS-SUPPLIES,62800,19.16,7,10.03,2.87,22.64,-3.48,-27.60%
022808290063,B0869C71TP,"Merrick Grain Free Bone Broth, Premium Human Grade And Gluten Free Dog And Cat Food Topper Pouches, Turkey - 16 oz. Pouch",1,Merrick Pet Care,3775,8.78,3,5.54,1.32,6.54,2.24,224.00%
096316096295,B00KA5BHQG,"Zilla Reptile Food Munchies Vegetable Mix With Calcium, 4-Ounce",0.05,Central Garden & Pet,3932,14.95,6,6.39,2.24,6.44,8.51,17020.00%
15905060417,B00176BAUU,Aqueon Goldfish Flakes 1.02 Ounces,2.18,Central Garden & Pet,38348,4.99,15,3.66,0.75,5.84,-0.85,-38.99%
15905060424,B00176BAVO,Aqueon Goldfish Flakes 2.29 Ounces,3.52,Central Garden & Pet,15598,6.75,11,4.14,1.01,7.66,-0.91,-25.85%
15905060424,B006QOCM3C,Aqueon Goldfish Flakes,3.52,TDP,356435,0,6,3.43,0.3,6.95,-6.95,-197.44%
071859006680,B0BW2M99YZ,"Kaytee Granola Bites with Superfoods Spinach and Carrot for Rats, Mice, Hamsters, Gerbils, Rabbits, Guinea Pigs and Chinchillas, 4.5oz",0.05,Central Garden & Pet,3951,4.99,6,3.88,0.75,3.93,1.06,2120.00%
15905060431,B006QOCH1O,AQUEON GOLDFISH FLAKES,0.05,AQUEON PRODUCTS-SUPPLIES,272835,0,2,3.68,0.3,3.73,-3.73,-7460.00%
015905063524,B00M2GSLZQ,Aqueon Vacation Feeders 3 Day - 4 Pack,0.5,Central Garden & Pet,3963,4.99,11,3.04,0.75,3.54,1.45,290.00%
073091177036,B001IN3JCY,"SENTRY HC WORM X PLUS 7 Way De-Wormer (pyrantel pamoate/praziquantel), for Medium and Large Dogs over 25 lbs, 2 Count",13.56,Virbac Corporation,4458,21.14,4,6.23,3.17,19.79,1.35,9.96%
051233211091,B009VBUSTC,"Vitakraft Crunch Sticks with Sesame and Banana Parakeet Treat 2.11 Ounce, Pack of 3",2.14,Vitakraft,4667,14.07,5,6.26,2.11,8.4,5.67,264.95%
15905060523,B00176CT96,Aqueon Goldfish Granules 3 Ounces,2.52,Central Garden & Pet,1610,0,17,3.43,0.3,5.95,-5.95,-236.11%
15905060523,B007PGCV5O,AQUEON GOLDFISH GRANULES,2.52,AQUEON PRODUCTS-SUPPLIES,309050,0,5,,,,,nan%
15905060530,B00176GXOI,"Aqueon Goldfish Fish Food Slow Sinking Granules, 5.8 Ounce, 100106053",3.99,Central Garden & Pet,1610,2.69,14,3.53,0.4,7.52,-4.83,-121.05%
15905060530,B01CN900B4,AQUEON GOLDFISH GRANULES,3.99,AQUEON PRODUCTS-SUPPLIES,101558,0,9,3.43,0.3,7.42,-7.42,-185.96%
15905060530,B01LTGXZC8,"Aqueon (3 Pack) Goldfish Granules, 5.8-Ounce Each",3.99,Aqueon,160595,0,9,5.05,0.3,9.04,-9.04,-226.57%
015561102490,B00D6DRUIS,"Fluval FX Carbon Foam, Replacement Aquarium Filter Media, 2-Pack, A249,White",1.25,Rolf C. Hagen (USA) Corp.,4858,9.96,10,4.87,1.49,6.12,3.84,307.20%
15905060769,B005HRR1HG,Aqueon Aquarium Fish Tank Replacement Filter Cartridges Small - 3 pack,5.49,Central Garden & Pet,206,9.49,19,4.55,1.42,10.04,-0.55,-10.02%
15905060769,B013FAMSOW,"Aqueon Aquarium Fish Tank Replacement Filter Cartridges Small-3 Pack, 1.4 oz, Clear",5.49,Aqueon,16875,8.99,9,4.73,1.35,10.22,-1.23,-22.40%
15905060769,B07VQNCJZF,"Aqueon 4 Pack of MiniBow Replacement Filter Cartridges, 3 Small Cartridges Each",5.49,Aqueon,53267,0,7,4.9,0.3,10.39,-10.39,-189.25%
15905060790,B07T1FXTSB,"Aquarium QuietFlow 55/75 Power Filter, 400-GPH",46.73,Pet Supplies,301080,59.95,9,23.54,8.99,70.27,-10.32,-22.08%
15905060806,B01IFFHUJK,Aqueon Quietflow 10 Filter,20.29,AQUEON,57987,20.23,10,8.4,3.03,28.69,-8.46,-41.70%
15905060820,B000SP65OC,Aqueon QuietFlow 30 LED PRO Aquarium Fish Tank Power Filter For Up To 45 Gallon Aquariums,30,Central Garden & Pet,17551,31.41,17,10.92,4.71,40.92,-9.51,-31.70%
15905060868,B000YDUAN0,Aqueon Replacement Filter Cartridges Large - 1 pack,2.31,Central Garden & Pet,206,3.99,11,3.69,0.6,6,-2.01,-87.01%
15905060875,B000YDQ90S,Aqueon Aquarium Fish Tank Replacement Filter Cartridges Large - 3 pack,7.16,Central Garden & Pet,206,10.95,20,5.79,1.64,12.95,-2,-27.93%
15905060882,B000YDUAMQ,"Aqueon Replacement Filter Cartridges Large (6 pack), Ensure Even Distribution of Activated Carbon, 25% More Activated Carbon, Easy Installation",18.21,Central Garden & Pet,206,0,29,4.08,0.3,22.29,-22.29,-122.41%
15905000604,B07L1M7454,"Aqueon Adjustable Pro Aquarium Heater, 200W",29.99,Central Garden & Pet,29655,25.12,16,8.32,3.77,38.31,-13.19,-43.98%
15905061544,B006TEWH5W,"Aqueon Aquarium Cleaning Magnets Glass/Acrylic, Mini",5.33,Central Garden & Pet,1130,8.58,5,4.42,1.29,9.75,-1.17,-21.95%
15905061704,B004BFE4EI,"Aqueon Aquarium Algae Cleaning Magnets Glass/Acrylic, Small, Black",7.64,Central Garden & Pet,1130,11,6,5.8,1.65,13.44,-2.44,-31.94%
15905061704,B007CTZ0AM,Aqueo Agae Ceaig Mage,7.64,Aqueon,519295,11.44,7,5.87,1.72,13.51,-2.07,-27.09%
15905061711,B004BFGE1Y,Aqueon Algae Cleaning Magnets Glass/Acrylic Medium,11.93,Central Garden & Pet,1130,12.58,11,6.04,1.89,17.97,-5.39,-45.18%
015905002813,B0CX3FKFDM,"Aqueon Aquarium Fish Tank EcoRenew Filter Cartridge, Large, 9 Pack",1,Central Garden & Pet,4939,37.95,3,10.97,5.69,11.97,25.98,2598.00%
15905061803,B00LRWKIJ8,Aqueon Cichlid Mini Pellets [Set of 2] Size: 4.5 Ounce,0.05,Aqueon,146689,0,7,3.68,0.3,3.73,-3.73,-7460.00%
15905061810,B003ZTVB3S,Aqueon Cichlid Food Mini 8.5 Ounces,4.27,Central Garden & Pet,2566,3.39,7,3.89,0.51,8.16,-4.77,-111.71%
15905061810,B00LRWKKN2,Cichlid Mini Pellets [Set of 2] Size: 8.5 Ounce,4.27,Aqueon,505015,0,1,,,,,nan%
015905002523,B0C8BVRT2Y,"Aqueon Aquarium Fish Tank EcoRenew Filter Cartridge, Small 6 Pack",0.5,Central Garden & Pet,4939,19.45,8,6.82,2.92,7.32,12.13,2426.00%
15905061827,B007TTTHUE,Central Aquatics Aqueon Cichlid Pellets - Brown 4 oz,3.2,Aqen,433263,9.99,5,,,,,nan%
15905061834,B003ZTRH54,Aqueon Cichlid Food Medium 7.5 Ounces,0.05,Central Garden & Pet,2566,3.39,9,3.64,0.51,3.69,-0.3,-600.00%
15905061834,B00MG0HZJG,Aqueon Cichlid Medium Pellets [Set of 2] Size: 7.5 Ounce,0.05,Aqueon,419680,0,5,4.08,0.3,4.13,-4.13,-8260.00%
15905061841,B00AWJ6X46,"Aqueon Cichlid Slow Sinking Fish Food Pellets, Medium Size, 25 Ounce",12.91,Central Garden & Pet,2566,8.07,7,5.96,1.21,18.87,-10.8,-83.66%
015905002790,B0CX3BT98B,"Aqueon Aquarium Fish Tank EcoRenew Filter Cartridge, Large, 3 Pack",0.05,Central Garden & Pet,4939,13.95,4,6.24,2.09,6.29,7.66,15320.00%
097612119084,B00S594L3U,"Zoo Med Laboratories Pleco Banquet Block, 4 Count",1.2,Zoo Med,5096,10.28,7,6.91,1.54,8.11,2.17,180.83%
071859000817,B07D1SDZNF,"Kaytee Premium Timothy Treat Hideout For Pet Hamsters, Gerbils, and Mice, Small",1,Central Garden & Pet,5230,8.37,12,4.64,1.26,5.64,2.73,273.00%
15905061896,B004HSOTZI,"Aqueon Shrimp Pellets Sinking Food for Tropical Fish, Goldfish, Loaches, Catfish and Other Bottom Feeding Fish, 6.5 Ounces",3.76,Central Garden & Pet,1704,6.9,20,4.42,1.04,8.18,-1.28,-34.04%
073091178149,B01DHDXH10,"SENTRY PET CARE SENTRY HC WORM X PLUS 7 Way De-Wormer (pyrantel pamoate/praziquantel), for Puppies and Small Dogs, 6-25 lbs, Chewable, 6 Count",13.99,SERGEANT'S PET,5278,33.99,2,8.16,5.1,22.15,11.84,84.63%
073091176039,B0030DH1VA,"SENTRY HC WORM X PLUS 7 Way De-Wormer (pyrantel pamoate/praziquantel), for Puppies and Small Dogs, 6-25 lbs, Chewable, 2 Count",7.64,Francodex Laboratories,5278,14.64,2,5.26,2.2,12.9,1.74,22.77%
15905061902,B000H5WV6E,Aqueon Tropical Granules 3.25 Ounces,3.45,Central Garden & Pet,14082,4.98,11,3.66,0.75,7.11,-2.13,-61.74%
15905061919,B004GWQ4IK,Aqueon Tropical Granules 6.5 Ounces,4.11,Central Garden & Pet,14082,7.17,10,4.21,1.08,8.32,-1.15,-27.98%
15905061919,B00MG0GXTE,Aqueon Tropical Granules [Set of 2] Size: 6.5 Ounce,4.11,Aqueon,389131,0,6,4.08,0.3,8.19,-8.19,-199.27%
073091029533,B0051GAFO4,"SENTRY PET CARE SENTRY Fiproguard for Dogs, Flea and Tick Prevention for Dogs (89-132 Pounds), Includes 3 Month Supply of Topical Flea Treatments",7.53,Sergeants Products,5856,15.31,11,6.2,2.3,13.73,1.58,20.98%
15905062268,B004RK40VY,Aqueon Aquarium Siphon Vacuum Gravel Cleaner Mini - 5 Inches,1.58,Central Garden & Pet,5052,6.74,12,5.61,1.01,7.19,-0.45,-28.48%
045125606805,B06XRZL289,Kaytee CritterTrail Fun-nel Outhouse Attachment Small Animal Habitat Tubes,1.47,Central Garden & Pet,5874,7.5,3,4.51,1.13,5.98,1.52,103.40%
15905062268,B008XFPNYC,"Aqueon Siphon Vacuum Gravel Cleaners Mini 5"" - Includes: 6' flexible hose, self priming intake tube and hose clip - Ideal for aquariums 1 to 5 gallons",1.58,,408230,0,2,4.08,0.3,5.66,-5.66,-358.23%
097612401639,B01M22GR69,Zoo Med (2 Pack) Large Sun-dried Red Shrimp 10oz Each,16.74,Zoo Med,6254,32.96,6,11.94,4.94,28.68,4.28,25.57%
15905062299,B004RK1WBK,Aqueon Aquarium Siphon Vacuum Gravel Cleaner Medium - 9 Inches,11.73,Central Garden & Pet,10876,8.04,14,4.59,1.21,16.32,-8.28,-70.59%
15905062305,B004RJY8US,Aqueon Siphon Vacuum Gravel Cleaner Large - 10 Inches,12.94,Central Garden & Pet,10876,16.92,18,12.91,2.54,25.85,-8.93,-69.01%
15905062312,B004RK191S,Aqueon Aquarium Siphon Vacuum Gravel Cleaner Large - 16 Inches,23,Central Garden & Pet,50295,21.03,11,14.66,3.15,37.66,-16.63,-72.30%
15905062466,B00S57JWDG,Aqueon Plant Food 17.4 Ounces,11.35,Central Garden & Pet,12681,7.49,6,5.34,1.12,16.69,-9.2,-81.06%
15905062466,B0758HX9JV,"(3 Pack) Aqueon Water Care Aquarium Plant Food, 17.4-Ounce",11.35,Aqueon,246351,0,6,6.69,0.3,18.04,-18.04,-158.94%
15905062527,B00P9QH5US,"Aqueon Aquarium Fish Tank Preset Heater For Up To 40 Gallons, 100 Watts",10.75,Central Garden & Pet,6912,15.43,12,6.21,2.31,16.96,-1.53,-14.23%
15905062787,B01MREP094,Aqueon QuietFlow LED PRO Ammonia Reducer 4 Count Filter Pads for Model 10,3.2,Central Garden & Pet,1602,6.79,14,3.93,1.02,7.13,-0.34,-10.63%
097612401615,B0027JB18W,"Zoo Med Sun Dried Large Red Shrimp, 2-1/2-Ounce",4.1,Zoo Med Laboratories,6254,9.99,13,4.63,1.5,8.73,1.26,30.73%
15905062794,B01MDUIPNK,Aqueon QuietFlow LED PRO Ammonia Reducer 4 Count Filter Pads for Model 20 and 75,4.67,Central Garden & Pet,1602,7.95,15,4.32,1.19,8.99,-1.04,-22.27%
051233359670,B07WLZ6P9C,Vitakraft Lick 'n' Lap Creamy Cat Treat – Chicken – Great for Bonding – Low Calorie Interactive Wet Cat Treat​ - 5 Pack,2.02,Vitakraft Sun Seed,6470,6.46,5,3.31,0.97,5.33,1.13,55.94%
15905062848,B01M4RDAP9,Aqueon Replacement Specialty Filter Pads Phosphate Remover 10,4.53,Central Garden & Pet,1602,5.75,10,3.77,0.86,8.3,-2.55,-56.29%
